alfa,punishment
0.1,154.891
0.2,102.29233333333333
0.3,86.766
0.4,77.32733333333333
0.5,72.01633333333334
0.6,70.60533333333333
0.7,68.98766666666667
0.8,70.74766666666666
0.9,72.89
1.0,78.063
